ball_x,ball_y,ball_vx,ball_vy,paddle_direction,paddle_y,Ball.RADIUS,Paddle.L,Paddle.STEP,WIDTH,HEIGHT,BORDER,VELOCITY,FPS
326,85,-12,-5,0,260,10,80,20,800,400,20,12,30
314,80,-12,-5,0,260,10,80,20,800,400,20,12,30
302,75,-12,-5,0,260,10,80,20,800,400,20,12,30
290,70,-12,-5,0,260,10,80,20,800,400,20,12,30
278,65,-12,-5,0,260,10,80,20,800,400,20,12,30
266,60,-12,-5,0,260,10,80,20,800,400,20,12,30
254,55,-12,-5,0,260,10,80,20,800,400,20,12,30
242,50,-12,-5,0,260,10,80,20,800,400,20,12,30
230,45,-12,-5,0,260,10,80,20,800,400,20,12,30
218,40,-12,-5,0,260,10,80,20,800,400,20,12,30
206,35,-12,-5,0,260,10,80,20,800,400,20,12,30
194,30,-12,-5,0,260,10,80,20,800,400,20,12,30
182,35,-12,5,0,260,10,80,20,800,400,20,12,30
170,40,-12,5,0,260,10,80,20,800,400,20,12,30
158,45,-12,5,0,260,10,80,20,800,400,20,12,30
146,50,-12,5,0,260,10,80,20,800,400,20,12,30
134,55,-12,5,0,260,10,80,20,800,400,20,12,30
122,60,-12,5,0,260,10,80,20,800,400,20,12,30
110,65,-12,5,0,260,10,80,20,800,400,20,12,30
98,70,-12,5,0,260,10,80,20,800,400,20,12,30
86,75,-12,5,0,260,10,80,20,800,400,20,12,30
74,80,-12,5,0,260,10,80,20,800,400,20,12,30
62,85,-12,5,0,260,10,80,20,800,400,20,12,30
50,90,-12,5,0,260,10,80,20,800,400,20,12,30
38,95,-12,5,0,260,10,80,20,800,400,20,12,30
50,100,12,5,0,260,10,80,20,800,400,20,12,30
62,105,12,5,0,260,10,80,20,800,400,20,12,30
74,110,12,5,0,260,10,80,20,800,400,20,12,30
86,115,12,5,0,260,10,80,20,800,400,20,12,30
98,120,12,5,0,260,10,80,20,800,400,20,12,30
110,125,12,5,0,260,10,80,20,800,400,20,12,30
122,130,12,5,0,260,10,80,20,800,400,20,12,30
134,135,12,5,0,260,10,80,20,800,400,20,12,30
146,140,12,5,0,260,10,80,20,800,400,20,12,30
158,145,12,5,0,260,10,80,20,800,400,20,12,30
170,150,12,5,0,260,10,80,20,800,400,20,12,30
182,155,12,5,0,260,10,80,20,800,400,20,12,30
194,160,12,5,0,260,10,80,20,800,400,20,12,30
206,165,12,5,0,260,10,80,20,800,400,20,12,30
218,170,12,5,0,260,10,80,20,800,400,20,12,30
230,175,12,5,0,260,10,80,20,800,400,20,12,30
242,180,12,5,0,260,10,80,20,800,400,20,12,30
254,185,12,5,0,260,10,80,20,800,400,20,12,30
266,190,12,5,0,260,10,80,20,800,400,20,12,30
278,195,12,5,0,260,10,80,20,800,400,20,12,30
290,200,12,5,0,260,10,80,20,800,400,20,12,30
302,205,12,5,0,260,10,80,20,800,400,20,12,30
314,210,12,5,0,260,10,80,20,800,400,20,12,30
326,215,12,5,0,260,10,80,20,800,400,20,12,30
338,220,12,5,0,260,10,80,20,800,400,20,12,30
350,225,12,5,0,260,10,80,20,800,400,20,12,30
362,230,12,5,0,260,10,80,20,800,400,20,12,30
374,235,12,5,0,260,10,80,20,800,400,20,12,30
386,240,12,5,0,260,10,80,20,800,400,20,12,30
398,245,12,5,0,260,10,80,20,800,400,20,12,30
410,250,12,5,0,260,10,80,20,800,400,20,12,30
422,255,12,5,1,260,10,80,20,800,400,20,12,30
434,260,12,5,0,280,10,80,20,800,400,20,12,30
446,265,12,5,0,280,10,80,20,800,400,20,12,30
458,270,12,5,0,280,10,80,20,800,400,20,12,30
470,275,12,5,0,280,10,80,20,800,400,20,12,30
482,280,12,5,0,280,10,80,20,800,400,20,12,30
494,285,12,5,0,280,10,80,20,800,400,20,12,30
506,290,12,5,0,280,10,80,20,800,400,20,12,30
518,295,12,5,1,280,10,80,20,800,400,20,12,30
530,300,12,5,0,300,10,80,20,800,400,20,12,30
542,305,12,5,0,300,10,80,20,800,400,20,12,30
554,310,12,5,0,300,10,80,20,800,400,20,12,30
566,315,12,5,0,300,10,80,20,800,400,20,12,30
578,320,12,5,0,300,10,80,20,800,400,20,12,30
590,325,12,5,0,300,10,80,20,800,400,20,12,30
602,330,12,5,0,300,10,80,20,800,400,20,12,30
614,335,12,5,0,300,10,80,20,800,400,20,12,30
626,340,12,5,0,300,10,80,20,800,400,20,12,30
638,345,12,5,0,300,10,80,20,800,400,20,12,30
650,350,12,5,0,300,10,80,20,800,400,20,12,30
662,355,12,5,0,300,10,80,20,800,400,20,12,30
674,360,12,5,0,300,10,80,20,800,400,20,12,30
686,365,12,5,0,300,10,80,20,800,400,20,12,30
698,370,12,5,0,300,10,80,20,800,400,20,12,30
710,365,12,-5,1,300,10,80,20,800,400,20,12,30
722,360,12,-5,0,320,10,80,20,800,400,20,12,30
734,355,12,-5,0,320,10,80,20,800,400,20,12,30
746,350,12,-5,0,320,10,80,20,800,400,20,12,30
758,345,12,-5,0,320,10,80,20,800,400,20,12,30
770,340,12,-5,0,320,10,80,20,800,400,20,12,30
758,335,-12,-5,0,320,10,80,20,800,400,20,12,30
746,330,-12,-5,0,320,10,80,20,800,400,20,12,30
734,325,-12,-5,0,320,10,80,20,800,400,20,12,30
722,320,-12,-5,0,320,10,80,20,800,400,20,12,30
710,315,-12,-5,0,320,10,80,20,800,400,20,12,30
698,310,-12,-5,0,320,10,80,20,800,400,20,12,30
686,305,-12,-5,0,320,10,80,20,800,400,20,12,30
674,300,-12,-5,0,320,10,80,20,800,400,20,12,30
662,295,-12,-5,0,320,10,80,20,800,400,20,12,30
650,290,-12,-5,0,320,10,80,20,800,400,20,12,30
638,285,-12,-5,0,320,10,80,20,800,400,20,12,30
626,280,-12,-5,0,320,10,80,20,800,400,20,12,30
614,275,-12,-5,0,320,10,80,20,800,400,20,12,30
602,270,-12,-5,0,320,10,80,20,800,400,20,12,30
590,265,-12,-5,0,320,10,80,20,800,400,20,12,30
578,260,-12,-5,0,320,10,80,20,800,400,20,12,30
566,255,-12,-5,0,320,10,80,20,800,400,20,12,30
554,250,-12,-5,0,320,10,80,20,800,400,20,12,30
542,245,-12,-5,0,320,10,80,20,800,400,20,12,30
530,240,-12,-5,0,320,10,80,20,800,400,20,12,30
518,235,-12,-5,0,320,10,80,20,800,400,20,12,30
506,230,-12,-5,-1,320,10,80,20,800,400,20,12,30
494,225,-12,-5,0,300,10,80,20,800,400,20,12,30
482,220,-12,-5,0,300,10,80,20,800,400,20,12,30
470,215,-12,-5,0,300,10,80,20,800,400,20,12,30
458,210,-12,-5,0,300,10,80,20,800,400,20,12,30
446,205,-12,-5,0,300,10,80,20,800,400,20,12,30
434,200,-12,-5,0,300,10,80,20,800,400,20,12,30
422,195,-12,-5,0,300,10,80,20,800,400,20,12,30
410,190,-12,-5,0,300,10,80,20,800,400,20,12,30
398,185,-12,-5,0,300,10,80,20,800,400,20,12,30
386,180,-12,-5,0,300,10,80,20,800,400,20,12,30
374,175,-12,-5,0,300,10,80,20,800,400,20,12,30
362,170,-12,-5,0,300,10,80,20,800,400,20,12,30
350,165,-12,-5,0,300,10,80,20,800,400,20,12,30
338,160,-12,-5,0,300,10,80,20,800,400,20,12,30
326,155,-12,-5,0,300,10,80,20,800,400,20,12,30
314,150,-12,-5,-1,300,10,80,20,800,400,20,12,30
302,145,-12,-5,0,280,10,80,20,800,400,20,12,30
290,140,-12,-5,0,280,10,80,20,800,400,20,12,30
278,135,-12,-5,0,280,10,80,20,800,400,20,12,30
266,130,-12,-5,0,280,10,80,20,800,400,20,12,30
254,125,-12,-5,0,280,10,80,20,800,400,20,12,30
242,120,-12,-5,0,280,10,80,20,800,400,20,12,30
230,115,-12,-5,0,280,10,80,20,800,400,20,12,30
218,110,-12,-5,0,280,10,80,20,800,400,20,12,30
206,105,-12,-5,0,280,10,80,20,800,400,20,12,30
194,100,-12,-5,0,280,10,80,20,800,400,20,12,30
182,95,-12,-5,0,280,10,80,20,800,400,20,12,30
170,90,-12,-5,0,280,10,80,20,800,400,20,12,30
158,85,-12,-5,0,280,10,80,20,800,400,20,12,30
146,80,-12,-5,-1,280,10,80,20,800,400,20,12,30
134,75,-12,-5,0,260,10,80,20,800,400,20,12,30
122,70,-12,-5,0,260,10,80,20,800,400,20,12,30
110,65,-12,-5,0,260,10,80,20,800,400,20,12,30
98,60,-12,-5,0,260,10,80,20,800,400,20,12,30
86,55,-12,-5,0,260,10,80,20,800,400,20,12,30
74,50,-12,-5,0,260,10,80,20,800,400,20,12,30
62,45,-12,-5,0,260,10,80,20,800,400,20,12,30
50,40,-12,-5,0,260,10,80,20,800,400,20,12,30
38,35,-12,-5,0,260,10,80,20,800,400,20,12,30
50,30,12,-5,0,260,10,80,20,800,400,20,12,30
62,35,12,5,0,260,10,80,20,800,400,20,12,30
74,40,12,5,0,260,10,80,20,800,400,20,12,30
86,45,12,5,0,260,10,80,20,800,400,20,12,30
98,50,12,5,0,260,10,80,20,800,400,20,12,30
110,55,12,5,0,260,10,80,20,800,400,20,12,30
122,60,12,5,0,260,10,80,20,800,400,20,12,30
134,65,12,5,0,260,10,80,20,800,400,20,12,30
146,70,12,5,0,260,10,80,20,800,400,20,12,30
158,75,12,5,0,260,10,80,20,800,400,20,12,30
170,80,12,5,0,260,10,80,20,800,400,20,12,30
182,85,12,5,0,260,10,80,20,800,400,20,12,30
194,90,12,5,0,260,10,80,20,800,400,20,12,30
206,95,12,5,0,260,10,80,20,800,400,20,12,30
218,100,12,5,0,260,10,80,20,800,400,20,12,30
230,105,12,5,0,260,10,80,20,800,400,20,12,30
242,110,12,5,0,260,10,80,20,800,400,20,12,30
254,115,12,5,0,260,10,80,20,800,400,20,12,30
266,120,12,5,0,260,10,80,20,800,400,20,12,30
278,125,12,5,1,260,10,80,20,800,400,20,12,30
290,130,12,5,0,280,10,80,20,800,400,20,12,30
302,135,12,5,0,280,10,80,20,800,400,20,12,30
314,140,12,5,0,280,10,80,20,800,400,20,12,30
326,145,12,5,0,280,10,80,20,800,400,20,12,30
338,150,12,5,0,280,10,80,20,800,400,20,12,30
350,155,12,5,0,280,10,80,20,800,400,20,12,30
362,160,12,5,0,280,10,80,20,800,400,20,12,30
374,165,12,5,0,280,10,80,20,800,400,20,12,30
386,170,12,5,0,280,10,80,20,800,400,20,12,30
398,175,12,5,0,280,10,80,20,800,400,20,12,30
410,180,12,5,0,280,10,80,20,800,400,20,12,30
422,185,12,5,0,280,10,80,20,800,400,20,12,30
434,190,12,5,0,280,10,80,20,800,400,20,12,30
446,195,12,5,0,280,10,80,20,800,400,20,12,30
458,200,12,5,0,280,10,80,20,800,400,20,12,30
470,205,12,5,0,280,10,80,20,800,400,20,12,30
482,210,12,5,0,280,10,80,20,800,400,20,12,30
494,215,12,5,0,280,10,80,20,800,400,20,12,30
506,220,12,5,0,280,10,80,20,800,400,20,12,30
518,225,12,5,0,280,10,80,20,800,400,20,12,30
530,230,12,5,0,280,10,80,20,800,400,20,12,30
542,235,12,5,0,280,10,80,20,800,400,20,12,30
554,240,12,5,0,280,10,80,20,800,400,20,12,30
566,245,12,5,0,280,10,80,20,800,400,20,12,30
578,250,12,5,0,280,10,80,20,800,400,20,12,30
590,255,12,5,0,280,10,80,20,800,400,20,12,30
602,260,12,5,0,280,10,80,20,800,400,20,12,30
614,265,12,5,1,280,10,80,20,800,400,20,12,30
626,270,12,5,0,300,10,80,20,800,400,20,12,30
638,275,12,5,0,300,10,80,20,800,400,20,12,30
650,280,12,5,0,300,10,80,20,800,400,20,12,30
662,285,12,5,0,300,10,80,20,800,400,20,12,30
674,290,12,5,0,300,10,80,20,800,400,20,12,30
686,295,12,5,0,300,10,80,20,800,400,20,12,30
698,300,12,5,1,300,10,80,20,800,400,20,12,30
710,305,12,5,0,320,10,80,20,800,400,20,12,30
722,310,12,5,0,320,10,80,20,800,400,20,12,30
734,315,12,5,0,320,10,80,20,800,400,20,12,30
746,320,12,5,0,320,10,80,20,800,400,20,12,30
758,325,12,5,0,320,10,80,20,800,400,20,12,30
770,330,12,5,0,320,10,80,20,800,400,20,12,30
758,335,-12,5,0,320,10,80,20,800,400,20,12,30
746,340,-12,5,0,320,10,80,20,800,400,20,12,30
734,345,-12,5,0,320,10,80,20,800,400,20,12,30
722,350,-12,5,0,320,10,80,20,800,400,20,12,30
710,355,-12,5,0,320,10,80,20,800,400,20,12,30
698,360,-12,5,0,320,10,80,20,800,400,20,12,30
686,365,-12,5,0,320,10,80,20,800,400,20,12,30
674,370,-12,5,0,320,10,80,20,800,400,20,12,30
662,365,-12,-5,0,320,10,80,20,800,400,20,12,30
650,360,-12,-5,-1,320,10,80,20,800,400,20,12,30
638,355,-12,-5,0,300,10,80,20,800,400,20,12,30
626,350,-12,-5,0,300,10,80,20,800,400,20,12,30
614,345,-12,-5,0,300,10,80,20,800,400,20,12,30
602,340,-12,-5,0,300,10,80,20,800,400,20,12,30
590,335,-12,-5,0,300,10,80,20,800,400,20,12,30
578,330,-12,-5,0,300,10,80,20,800,400,20,12,30
566,325,-12,-5,0,300,10,80,20,800,400,20,12,30
554,320,-12,-5,0,300,10,80,20,800,400,20,12,30
542,315,-12,-5,0,300,10,80,20,800,400,20,12,30
530,310,-12,-5,0,300,10,80,20,800,400,20,12,30
518,305,-12,-5,0,300,10,80,20,800,400,20,12,30
506,300,-12,-5,-1,300,10,80,20,800,400,20,12,30
494,295,-12,-5,0,280,10,80,20,800,400,20,12,30
482,290,-12,-5,0,280,10,80,20,800,400,20,12,30
470,285,-12,-5,0,280,10,80,20,800,400,20,12,30
458,280,-12,-5,0,280,10,80,20,800,400,20,12,30
446,275,-12,-5,0,280,10,80,20,800,400,20,12,30
434,270,-12,-5,0,280,10,80,20,800,400,20,12,30
422,265,-12,-5,0,280,10,80,20,800,400,20,12,30
410,260,-12,-5,0,280,10,80,20,800,400,20,12,30
398,255,-12,-5,0,280,10,80,20,800,400,20,12,30
386,250,-12,-5,0,280,10,80,20,800,400,20,12,30
374,245,-12,-5,0,280,10,80,20,800,400,20,12,30
362,240,-12,-5,0,280,10,80,20,800,400,20,12,30
350,235,-12,-5,0,280,10,80,20,800,400,20,12,30
338,230,-12,-5,0,280,10,80,20,800,400,20,12,30
326,225,-12,-5,0,280,10,80,20,800,400,20,12,30
314,220,-12,-5,0,280,10,80,20,800,400,20,12,30
302,215,-12,-5,0,280,10,80,20,800,400,20,12,30
290,210,-12,-5,0,280,10,80,20,800,400,20,12,30
278,205,-12,-5,0,280,10,80,20,800,400,20,12,30
266,200,-12,-5,0,280,10,80,20,800,400,20,12,30
254,195,-12,-5,0,280,10,80,20,800,400,20,12,30
242,190,-12,-5,0,280,10,80,20,800,400,20,12,30
230,185,-12,-5,0,280,10,80,20,800,400,20,12,30
218,180,-12,-5,0,280,10,80,20,800,400,20,12,30
206,175,-12,-5,0,280,10,80,20,800,400,20,12,30
194,170,-12,-5,0,280,10,80,20,800,400,20,12,30
182,165,-12,-5,0,280,10,80,20,800,400,20,12,30
170,160,-12,-5,0,280,10,80,20,800,400,20,12,30
158,155,-12,-5,0,280,10,80,20,800,400,20,12,30
146,150,-12,-5,0,280,10,80,20,800,400,20,12,30
134,145,-12,-5,0,280,10,80,20,800,400,20,12,30
122,140,-12,-5,0,280,10,80,20,800,400,20,12,30
110,135,-12,-5,0,280,10,80,20,800,400,20,12,30
98,130,-12,-5,-1,280,10,80,20,800,400,20,12,30
86,125,-12,-5,0,260,10,80,20,800,400,20,12,30
74,120,-12,-5,0,260,10,80,20,800,400,20,12,30
62,115,-12,-5,0,260,10,80,20,800,400,20,12,30
50,110,-12,-5,0,260,10,80,20,800,400,20,12,30
38,105,-12,-5,0,260,10,80,20,800,400,20,12,30
50,100,12,-5,0,260,10,80,20,800,400,20,12,30
62,95,12,-5,0,260,10,80,20,800,400,20,12,30
74,90,12,-5,0,260,10,80,20,800,400,20,12,30
86,85,12,-5,-1,260,10,80,20,800,400,20,12,30
98,80,12,-5,0,240,10,80,20,800,400,20,12,30
110,75,12,-5,0,240,10,80,20,800,400,20,12,30
122,70,12,-5,0,240,10,80,20,800,400,20,12,30
134,65,12,-5,0,240,10,80,20,800,400,20,12,30
146,60,12,-5,0,240,10,80,20,800,400,20,12,30
158,55,12,-5,0,240,10,80,20,800,400,20,12,30
170,50,12,-5,-1,240,10,80,20,800,400,20,12,30
182,45,12,-5,0,220,10,80,20,800,400,20,12,30
194,40,12,-5,0,220,10,80,20,800,400,20,12,30
206,35,12,-5,0,220,10,80,20,800,400,20,12,30
218,30,12,-5,0,220,10,80,20,800,400,20,12,30
230,35,12,5,0,220,10,80,20,800,400,20,12,30
242,40,12,5,0,220,10,80,20,800,400,20,12,30
254,45,12,5,0,220,10,80,20,800,400,20,12,30
266,50,12,5,0,220,10,80,20,800,400,20,12,30
278,55,12,5,0,220,10,80,20,800,400,20,12,30
290,60,12,5,0,220,10,80,20,800,400,20,12,30
302,65,12,5,0,220,10,80,20,800,400,20,12,30
314,70,12,5,-1,220,10,80,20,800,400,20,12,30
326,75,12,5,0,200,10,80,20,800,400,20,12,30
338,80,12,5,0,200,10,80,20,800,400,20,12,30
350,85,12,5,0,200,10,80,20,800,400,20,12,30
362,90,12,5,0,200,10,80,20,800,400,20,12,30
374,95,12,5,0,200,10,80,20,800,400,20,12,30
386,100,12,5,0,200,10,80,20,800,400,20,12,30
398,105,12,5,0,200,10,80,20,800,400,20,12,30
410,110,12,5,0,200,10,80,20,800,400,20,12,30
422,115,12,5,0,200,10,80,20,800,400,20,12,30
434,120,12,5,0,200,10,80,20,800,400,20,12,30
446,125,12,5,0,200,10,80,20,800,400,20,12,30
458,130,12,5,0,200,10,80,20,800,400,20,12,30
470,135,12,5,1,200,10,80,20,800,400,20,12,30
482,140,12,5,0,220,10,80,20,800,400,20,12,30
494,145,12,5,0,220,10,80,20,800,400,20,12,30
506,150,12,5,0,220,10,80,20,800,400,20,12,30
518,155,12,5,0,220,10,80,20,800,400,20,12,30
530,160,12,5,0,220,10,80,20,800,400,20,12,30
542,165,12,5,0,220,10,80,20,800,400,20,12,30
554,170,12,5,0,220,10,80,20,800,400,20,12,30
566,175,12,5,0,220,10,80,20,800,400,20,12,30
578,180,12,5,0,220,10,80,20,800,400,20,12,30
590,185,12,5,0,220,10,80,20,800,400,20,12,30
